titulo,fecha_publicación,num_paginas,ranking,num_votantes_libro,num_comentarios,id_idioma,id_editorial
Love Poems and Sonnets,9/3/1957,160,4.34,5808,64,eng,590
The Complete Sonnets and Poems,7/18/2002,624,4.34,5487,43,eng,1453
Exodus,10/1/1986,608,4.34,85927,1520,eng,2291
The Portable Dorothy Parker,3/28/2006,626,4.34,1447,199,eng,1498
Remembrance of Things Past (Boxed Set),3/5/1981,3400,4.34,6,1,eng,392
The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan William Cowper and David Brainerd (The Swans Are Not Silent #2),1/15/2001,175,4.34,675,61,eng,482
Una Vida Con Proposito Volumen 6,5/31/2005,56,4.35,26,3,spa,2126
History of the Peloponnesian War: Bk. 5-6,1/1/1921,400,4.35,38,0,mul,934
Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),5/1/1992,304,4.35,569,24,fre,596
Franz Kafka: The Complete Stories,1/1/1987,486,4.35,59,3,eng,1783
Life at Blandings,1/5/1988,608,4.35,2651,47,eng,1498
Slaughterhouse: The Shocking Story of Greed Neglect And Inhumane Treatment Inside the U.S. Meat Industry,11/1/2006,328,4.35,1250,144,eng,1632
Rosa,10/1/2005,40,4.35,6097,635,eng,968
Different Seasons,10/1/1983,560,4.35,188,24,eng,763
The Power of One (The Power of One #1),9/29/1996,544,4.35,69167,4551,eng,189
The Power of One (The Power of One #1),9/13/2005,291,4.35,45,13,eng,535
Gorgias/Phaedrus (Agora),9/1/1998,233,4.35,18,1,eng,461
Aeneid: Selections from Books 1 2 4 6 10 12,1/1/2001,161,4.35,69,6,eng,307
First They Killed My Father: A Daughter of Cambodia Remembers,4/4/2006,238,4.35,26524,2609,eng,888
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),12/19/2002,258,4.35,28254,196,eng,395
Novels and Stories 1932–1937: The Pastures of Heaven / To a God Unknown / Tortilla Flat / In Dubious Battle / Of Mice and Men,9/1/1994,909,4.35,371,25,eng,1147
Selected Stories of Anton Chekhov,10/31/2000,467,4.35,27027,466,eng,1301
The Best of America's Test Kitchen 2007: The Year's Best Recipes Equipment Reviews and Tastings,9/1/2006,312,4.35,193,7,eng,84
The Acme Novelty Library #17,11/28/2006,64,4.35,772,21,eng,606
The Lorax,2/24/1998,72,4.35,260054,3532,eng,1667
Another Day in Paradise: The Fourth Sherman's Lagoon Collection,9/6/2001,130,4.35,68,1,eng,100
The Illustrated Hitchhiker's Guide To The Galaxy,10/11/1994,96,4.35,294,19,eng,878
The Ballet Companion: A Dancer's Guide to the Technique Traditions and Joys of Ballet,10/11/2005,333,4.35,524,40,eng,2029
Plato: Complete Works,5/1/1997,1838,4.35,9284,133,eng,2291
A Time to Embrace (Timeless Love #2),10/29/2006,400,4.35,3728,141,eng,1990
Julius Knipl Real Estate Photographer: The Beauty Supply District,8/12/2003,120,4.35,174,16,eng,1466
Drums of Autumn (Outlander #4),8/7/2001,880,4.35,141771,5455,eng,544
Boy's Life,5/1/1992,580,4.35,17540,1740,eng,1586
Bleach Volume 17,2/6/2007,208,4.35,6250,60,eng,2164
The Lord of the Rings: A Reader's Companion,12/27/2005,416,4.35,4380,21,eng,1002
The Return of the King (The Lord of the Rings #3),3/4/2002,1,4.35,17,3,eng,232
Retrospective 1964-1984,11/4/1997,112,4.35,115,4,eng,1316
Sodom and Gomorrah (In Search of Lost Time #4),11/1/2005,557,4.35,3243,172,eng,1515
The Complete Stories,11/14/1995,486,4.35,20028,381,eng,1783
Collected Stories,10/26/1993,566,4.35,445,30,eng,1102
Kurt Vonnegut's Cat's Cradle (Modern Critical Interpretations),6/15/2002,258,4.35,14,2,eng,395
Short Stories,4/17/1979,384,4.35,2633,105,eng,2172
The Hundred Days (Aubrey & Maturin #19),11/17/1999,281,4.35,5325,150,eng,2291
Oh The Places You’ll Go!,5/6/2003,48,4.35,969,75,eng,909
Let Justice Roll Down,12/6/2006,219,4.35,767,89,eng,1707
E.E. Cummings: Complete Poems 1904-1962 (Revised Corrected and Expanded Edition),4/17/1994,1136,4.35,19542,184,eng,2291
The Titan's Curse (Percy Jackson and the Olympians #3),5/5/2007,312,4.35,5521,773,eng,1294
The Walking Dead Book One (The Walking Dead #1-12),10/5/2010,304,4.35,34751,1346,eng,1028
Harrison's Principles of Internal Medicine,7/27/2004,2751,4.35,23,4,eng,1255
A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,3/12/2002,304,4.35,5040,590,eng,1800
Playing Shakespeare: An Actor's Guide,8/21/2001,288,4.35,456,27,eng,94
The Complete Stories,11/14/1995,488,4.35,168,12,eng,1784
Battle Cry of Freedom,12/11/2003,867,4.35,23112,992,eng,2291
Lover Eternal (Black Dagger Brotherhood #2),3/7/2006,464,4.35,155348,5325,eng,1834
Sodom and Gomorrah (In Search of Lost Time #4),2/16/1999,784,4.35,377,66,eng,1303
Autobiographies: Narrative of the Life of Frederick Douglass / My Bondage and My Freedom / Life and Times of Frederick Douglass,2/1/1994,1132,4.35,504,36,eng,1147
A Christmas Carol and The Night Before Christmas,10/3/2006,156,4.35,91,15,eng,803
Philosophical Papers: Volume 1 Human Agency and Language,3/28/1985,304,4.35,52,1,eng,353
Nobody Knows My Name,12/1/1992,242,4.35,2218,146,eng,2139
Going to Meet the Man,4/25/1995,249,4.35,4022,309,eng,2141
The Forsaken (Vampire Huntress #7),6/27/2006,448,4.35,1878,36,eng,1900
Different Seasons,2/16/1995,560,4.35,127648,2080,eng,2192
Lessons from Turtle Island: Native Curriculum in Early Childhood Classrooms,9/1/2002,208,4.35,16,2,eng,1706
Shakespeare A to Z: The Essential Reference to His Plays His Poems His Life and Times and More,11/10/1991,752,4.35,153,6,eng,544
The Autobiography of Martin Luther King Jr.,1/1/2001,400,4.35,14025,547,eng,10
The Roald Dahl Omnibus: Perfect Bedtime Stories for Sleepless Nights,6/13/1993,681,4.35,2276,170,eng,216
魔戒首部曲：魔戒現身,12/20/2001,608,4.36,26,0,zho,2286
Jojo's Bizarre Adventure Tome 18: Death Thirteen (Stardust Crusaders #6),6/27/2003,188,4.36,2,1,fre,1062
L'Équilibre du monde,6/20/2001,890,4.36,152,11,fre,1135
Latin Via Ovid: A First Course,9/1/1982,524,4.36,78,8,eng,2206
The Twelve Steps & Twelve Traditions of Overeaters Anonymous,1/1/1993,221,4.36,213,10,eng,2291
Maison Ikkoku Volume 15 (Maison Ikkoku #15),2/14/2006,208,4.36,257,11,eng,2164
Simple Acts of Faith: Heartwarming Stories of One Life Touching Another,7/1/2003,48,4.36,14,3,eng,940
Masculinity and Male Codes of Honor in Modern France,11/30/1998,316,4.36,14,0,eng,2075
Essential Tales and Poems,10/25/2004,688,4.36,66382,109,eng,2291
On the Night You Were Born,10/17/2006,32,4.36,12837,505,eng,706
The Criminal Mastermind Collection Bks 1-3 (Artemis Fowl #1-3),9/27/2005,912,4.36,858,12,eng,1293
The Fellowship of the Ring (The Lord of the Rings #1),9/5/2003,398,4.36,2128944,13670,eng,1002
Bleach Volume 11,2/7/2006,208,4.36,8773,84,eng,2164
Bleach Volume 12,4/4/2006,208,4.36,8948,86,eng,2164
Man's Search for Meaning,6/1/2006,165,4.36,282127,13449,eng,239
Man's Search for Meaning,3/30/2000,165,4.36,391,44,eng,240
The Adventures of Sherlock Holmes,1/1/2004,189,4.36,5906,140,eng,780
A Fine Balance,11/30/2001,603,4.36,112196,7546,eng,2139
The Harafish,9/17/1997,416,4.36,590,61,eng,96
The Grand Inquisitor: with related chapters from The Brothers Karamazov,10/1/1993,128,4.36,210,14,eng,2291
Novels & Memoirs 1941–1951: The Real Life of Sebastian Knight / Bend Sinister / Speak Memory,10/1/1996,734,4.36,119,10,eng,1147
Cat's Cradle/God Bless You Mr. Rosewater/Breakfast of Champions,5/28/1995,527,4.36,914,8,eng,2240
Sounds Feelings Thoughts: Seventy Poems by Wislawa Szymborska,8/21/1981,232,4.36,229,22,eng,1628
Ludwig Wittgenstein: The Duty of Genius,11/1/1991,704,4.36,3679,148,eng,1498
Think on These Things,10/11/1989,258,4.36,2509,137,eng,914
JoJo's Bizarre Adventure Vol. 6 (Stardust Crusaders #6),12/5/2006,208,4.36,309,7,eng,2162
Bleach Volume 13,6/6/2006,208,4.36,6371,85,eng,2164
Bleach Volume 19,6/5/2007,216,4.36,5922,81,eng,2164
Bleach Volume 20,8/7/2007,216,4.36,5648,76,eng,2164
The Fellowship of the Ring (The Lord of the Rings #1),6/1/2004,506,4.36,1323,121,eng,1001
The Will to Change: Men Masculinity and Love,12/21/2004,188,4.36,2574,322,eng,2198
The Code of the Woosters: Jeeves to the Rescue,9/7/2006,7,4.36,172,26,eng,156
Meeting God at Every Turn,9/1/2002,256,4.36,213,13,eng,405
The Malloreon Vol. 2: Sorceress of Darshiva / The Seeress of Kell (The Malloreon #4-5),8/30/2005,528,4.36,5457,59,eng,528
The Brothers Lionheart,12/31/2004,231,4.36,20235,453,eng,1643
Beatrix Potter's Journal,10/19/2006,32,4.36,350,42,eng,2189
Speeches and Writings 1832–1858,10/1/1989,898,4.36,1180,21,eng,1147
InuYasha Ani-Manga Vol. 1 (Inuyasha Ani-Manga #1),1/14/2004,206,4.36,5862,55,eng,2164
Burroughs Live: The Collected Interviews 1960-1997,12/7/2001,675,4.36,124,5,eng,1811
The Truelove (Aubrey & Maturin #15),7/17/1993,304,4.36,6025,139,eng,2291
Man's Search for Meaning,6/1/2006,165,4.36,3023,303,eng,239
Man's Search for Meaning,5/6/2004,160,4.36,1959,198,eng,1718
Letters of St. Augustine,3/1/1992,255,4.36,20,2,eng,730
Cursor's Fury (Codex Alera #3),12/5/2006,442,4.36,50427,1053,eng,32
The Complete Stories Vol 1,10/1/1990,624,4.36,5362,115,eng,336
Embracing Love Vol. 5,4/1/2007,216,4.36,401,9,eng,237
The Collected Letters of C.S. Lewis Volume 1: Family Letters 1905-1931,6/29/2004,1072,4.36,121,21,eng,914
The Foundations of Modern Political Thought: Volume One: The Renaissance,2/15/1979,332,4.36,12,2,eng,353
Trial by Fire (Newpointe 911 #4),10/18/2000,347,4.36,3248,73,eng,2275
The Cambridge Companion to Plotinus,11/28/1996,480,4.36,21,2,eng,353
Ruby Gloom's Guide to Friendship,5/1/2005,72,4.36,38,4,eng,929
How to Be Happy All the Time,6/1/2006,167,4.36,317,19,eng,491
Kushiel's Avatar (Phèdre's Trilogy #3),9/17/2004,702,4.36,29409,689,eng,2023
A Christmas Carol (Great Illustrated Classics),1/1/2005,238,4.36,466,31,eng,18
Uncle Shelby's ABZ Book,9/9/1985,80,4.36,2550,222,eng,3
Thirst,10/15/2006,88,4.36,3689,351,eng,239
Shield of Thunder (Troy #2),9/1/2006,480,4.36,7356,171,eng,204
Landscape Within: Insights and Inspirations for Photographers,11/1/2004,128,4.36,22,3,eng,161
Doisneau,7/1/2000,128,4.36,4,0,eng,369
Shield of Thunder (Troy #2),3/27/2007,512,4.36,102,16,ale,189
LOVE MODE 11,1/10/2003,182,4.37,4,0,jpn,2280
L'albero,5/1/2000,62,4.37,36,7,ita,1768
Tramps Like Us Volume 12,6/1/2007,179,4.37,497,9,eng,2015
Christianity for Modern Pagans: Pascal's Pensées - Edited Outlined & Explained,9/1/1993,341,4.37,418,39,eng,1026
The Print (Ansel Adams Photography #3),6/1/1995,203,4.37,997,14,eng,1173
The Strategy of Satan: How to Detect and Defeat Him,7/20/1979,162,4.37,440,45,eng,2058
Hellsing Vol. 03 (Hellsing #3),6/15/2004,164,4.37,4831,63,eng,504
Martin and Malcolm and America: A Dream or a Nightmare?,9/1/1992,358,4.37,1311,38,eng,1424
Mary Engelbreit's Mother Goose: One Hundred Best-Loved Verses,9/20/2005,128,4.37,567,50,eng,897
The Secret Lives of Men and Women: A PostSecret Book,1/9/2007,144,4.37,5406,237,eng,2231
Caesar (Masters of Rome #5),1/28/2003,928,4.37,5991,120,eng,169
East of Eden,6/18/2002,601,4.37,3942,396,eng,1498
East Of Eden,1/1/1977,691,4.37,83,18,eng,196
The Physician (Cole Family Trilogy #1),7/1/2001,720,4.37,23114,1175,eng,2291
Lafayette,11/1/2003,452,4.37,660,92,eng,2223
The Poppy Seed Cakes,10/1/1964,158,4.37,57,9,eng,590
Where the Red Fern Grows with Connections,9/1/1998,288,4.37,121,5,eng,996
The Paris Review Interviews I: 16 Celebrated Interviews,10/17/2006,510,4.37,866,103,eng,1558
Uncle Setnakt's Essential Guide to the Left Hand Path,3/3/2011,128,4.37,112,9,eng,1182
Crime Novels: American Noir of the 1950s,9/1/1997,892,4.37,420,34,eng,1147
Beauty and the Beast,11/14/2006,64,4.37,3682,133,eng,357
The Diary of Virginia Woolf Volume Two: 1920-1924,9/17/1980,384,4.37,383,11,eng,1232
Heart & Hands: A Midwife's Guide to Pregnancy & Birth,11/1/2004,312,4.37,875,43,eng,378
The Book Thief,3/14/2006,552,4.37,1516367,86881,eng,65
The Winds of War (The Henry Family #1),2/5/2002,896,4.37,47239,1251,eng,182
The Godfather,10/4/2005,448,4.37,180,17,eng,1349
The Collected Poems of Robert Penn Warren,10/1/1998,838,4.37,173,10,eng,1201
The Collected Stories of Isaac Bashevis Singer,8/1/1983,624,4.37,1665,92,eng,696
Novels and Stories,2/1/1995,1054,4.37,564,30,eng,1147
Teaching to Transgress: Education as the Practice of Freedom,9/14/1994,216,4.37,5162,325,eng,1740
The Marvel Encyclopedia,10/16/2006,352,4.37,1049,43,eng,578
And the Band Played On: Politics People and the AIDS Epidemic,4/9/2000,656,4.37,19747,1006,eng,1926
The Pound Era,9/18/1973,624,4.37,614,29,eng,2075
The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play #5),6/20/2005,3,4.37,61,1,eng,230
Will Eisner's New York: Life in the Big City (The New York Tetralogy #1-4),10/17/2006,421,4.37,1299,71,eng,2291
East of Eden,10/1/1992,602,4.37,35,1,eng,2048
The Miraculous Journey of Edward Tulane,2/14/2006,200,4.37,66426,8035,eng,357
The Good Housekeeping Illustrated Cookbook,10/1/1980,512,4.37,1160,35,eng,957
The King of Attolia (The Queen's Thief #3),1/24/2006,387,4.37,28480,2309,eng,817
Explode the Code 1,1/1/2001,99,4.37,89,10,eng,1796
El Aleph,9/1/2007,253,4.38,146,9,spa,1571
La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),1/1/2006,383,4.38,6,0,spa,767
Gefahr im Roten Meer (Treason's Harbour) (Aubrey/Maturin Book 9),5/1/2002,412,4.38,7,0,ger,2062
Timbuktu / Leviathan / Moon Palace,11/7/2002,1075,4.38,21,1,fre,37
The History of the Lord of the Rings (The History of Middle-earth #6-9),9/1/2000,1680,4.38,237,3,eng,1232
When Somebody Loves You Back (Soulmates Dissipate #6),8/1/2006,285,4.38,1763,20,eng,497
Joy Within,11/15/1990,144,4.38,8,3,eng,1864
Brewer's Dictionary of Phrase and Fable,8/15/2006,1326,4.38,40,4,eng,441
My Woman His Wife,9/1/2006,260,4.38,971,65,eng,2105
Going Postal (Discworld #33),9/28/2004,377,4.38,969,114,eng,879
The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story (Hitchhiker's Guide to the Galaxy #1-5),11/1/2005,815,4.38,3628,254,eng,803
The Ultimate Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1-5),4/30/2002,815,4.38,249558,4080,eng,530
The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy #1-5),1/17/1996,815,4.38,2877,195,eng,2240
Bleach Volume 14,8/1/2006,208,4.38,10356,79,eng,2164
Black Rednecks and White Liberals,6/1/2005,372,4.38,2579,301,eng,657
The Aleph and Other Stories,7/27/2004,210,4.38,20259,460,eng,1515
The Regeneration Trilogy (Regeneration #1-3),1/1/1996,592,4.38,1588,95,eng,2129
Technical Manual and Dictionary of Classical Ballet,6/1/1982,176,4.38,393,27,eng,596
The Orwell Reader: Fiction Essays and Reportage,3/8/1961,480,4.38,274,22,eng,1232
Enchanted Evening,12/5/2000,368,4.38,99,11,eng,1904
Redemption (Redemption #1),7/22/2002,384,4.38,25248,859,eng,2058
Four Novels of the 1960s: The Man in the High Castle / The Three Stigmata of Palmer Eldritch / Do Androids Dream of Electric Sheep? / Ubik,5/10/2007,830,4.38,1970,206,eng,1147
Strangers In Paradise Pocket Book 5,12/14/2005,392,4.38,999,24,eng,24
The Sideways Guide to Wine and Life,5/25/2005,64,4.38,8,0,eng,1374
National Geographic Field Guide to the Birds of North America,11/23/2006,503,4.38,745,27,eng,1341
Everything and Nothing,4/17/1999,108,4.38,593,37,eng,1351
Homicide: A Year on the Killing Streets,8/22/2006,646,4.38,12071,837,eng,996
The Brothers K,6/1/1996,645,4.38,12703,1665,eng,562
The Eye of the I: From Which Nothing is Hidden,6/23/2001,432,4.38,752,37,eng,2118
The Complete Stories and Poems,8/15/1984,821,4.38,183869,1226,eng,2291
Complete Tales and Poems,11/29/2009,864,4.38,1864,110,eng,372
Blue at the Mizzen (Aubrey & Maturin #20),9/17/2000,262,4.38,2375,95,eng,2291
The Complete Monty Python's Flying Circus: All the Words: Volume 1,11/12/1989,352,4.38,3172,40,eng,1466
Peanuts: The Art of Charles M. Schulz,10/28/2003,368,4.38,592,39,eng,1466
Tulips & Chimneys,8/17/1996,208,4.38,1206,49,eng,1177
Eugene Onegin Vol. II (Commentary),1/21/1991,1056,4.38,45,3,eng,1628
Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,1/5/1998,1488,4.38,96,6,eng,2248
Historical Romances: The Prince and the Pauper / A Connecticut Yankee in King Arthur’s Court / Personal Recollections of Joan of Arc,8/1/1994,1050,4.38,296,13,eng,1147
Seminar on Nietzsche's Zarathustra,11/23/1997,352,4.38,19,2,eng,1628
Spiritual Midwifery,1/1/2002,482,4.38,5166,429,eng,312
Rurouni Kenshin Volume 27,6/6/2006,192,4.38,1598,22,eng,2164
Shakespeare After All,9/20/2005,1008,4.38,852,62,eng,96
A Reader's Digest Songbook: Remembering Yesterday's Hits,10/1/1987,12,4.38,13,0,eng,1692
Just Above My Head,6/13/2000,584,4.38,1485,159,eng,544
Asimov's New Guide to Science,5/27/1993,896,4.38,49,1,eng,1492
Azumanga Daioh Vol. 3 (Azumanga Daioh #3),2/17/2004,166,4.38,2144,19,eng,43
Pacto Con un Demonio,7/1/2008,512,4.39,0,0,spa,923
Death Note Vol. 4: 恋心 (Death Note #4),11/11/2004,204,4.39,452,13,jpn,1829
Jojo's Bizarre Adventure Tome 11: Le guerrier qui retourne au vent (Battle Tendency #6),11/26/2002,185,4.39,94,1,fre,1062
Portrait in Death (In Death #16),12/1/2005,354,4.39,142,9,eng,1555
Existential Psychotherapy,12/8/1980,544,4.39,3689,103,eng,224
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,9/17/1998,576,4.39,278,20,eng,2291
Blink-182: Tales from Beneath Your Mom,10/2/2001,112,4.39,169,22,eng,1323
Collected Tales Sketches Speeches & Essays 1891–1910,10/15/1992,1050,4.39,207,10,eng,1147
Knowledge And Decisions,10/4/1996,422,4.39,766,47,eng,224
"Stand Back Said the Elephant ""I'm Going to Sneeze!""",4/23/1990,32,4.39,1004,130,eng,2291
Collected Stories,10/17/2006,850,4.39,346,43,eng,65
A Robin McKinley Collection: Spindle's End The Hero and the Crown and The Blue Sword (Folktales #1-3),9/16/2002,1008,4.39,527,12,eng,1637
Voyager (Outlander #3),8/7/2001,870,4.39,198818,8130,eng,544
100 Love Sonnets,1/1/1986,232,4.39,12613,392,eng,2092
Death Note Vol. 4: Love (Death Note #4),3/7/2006,204,4.39,21653,690,eng,2164
Death Note Vol. 6: Give-and-Take (Death Note #6),7/5/2006,215,4.39,18291,491,eng,2164
The Lord of the Rings: Official Movie Guide,11/6/2001,120,4.39,6356,21,eng,1002
Life With Jeeves (Jeeves #6 2 & 4),9/29/1983,557,4.39,3169,137,eng,1498
The Captive & The Fugitive (In Search of Lost Time #5-6),2/16/1999,957,4.39,1924,143,eng,1301
The Belgariad Vol. Two: Castle of Wizardry / Enchanters' End Game (The Belgariad #4-5),8/27/2002,483,4.39,7083,140,eng,528
Transmetropolitan Vol. 4: The New Scum,9/1/2000,133,4.39,13331,146,eng,2123
The Edgar Allan Poe Audio Collection,10/1/2000,5,4.39,289,64,eng,882
D'Aulaires' Book of Norse Myths,5/31/2005,154,4.39,3485,260,eng,1370
Memoirs of the Second World War,9/17/1991,1088,4.39,438,39,eng,1232
Mary Stewart's Merlin Trilogy (Arthurian Saga #1-3),9/7/2004,928,4.39,4146,175,eng,895
Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,3/1/2006,512,4.39,431,25,eng,2111
Candy Licker,12/27/2005,304,4.39,2623,131,eng,1416
Crime Stories and Other Writings,9/10/2001,934,4.39,490,30,eng,1147
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,7/2/1990,650,4.39,116,6,eng,166
If: A Father's Advice to His Son,3/27/2007,40,4.39,581,37,eng,143
Complete Beatles Chronicle The,9/22/1992,365,4.39,19,0,eng,878
Shōgun (Asian Saga #1),12/2/1999,1152,4.39,4902,299,eng,985
Empires of the Monsoon: A History of the Indian Ocean and Its Invaders,1/1/1998,608,4.39,67,12,eng,905
Walt Disney's Peter Pan (A Little Golden Book),1/23/2007,24,4.39,5661,87,eng,794
Orin Aoraiosaa: Songs for Selected Heads,1/1/1997,450,4.39,39,3,eng,2266
Miracleman Book Three: Olympus,4/21/2015,328,4.39,1768,93,eng,1242
Chicken Trek,7/1/1989,128,4.39,96,8,eng,205
Odes to Common Things,5/1/1994,152,4.39,1885,105,eng,346
Code,10/21/2000,400,4.39,4919,418,eng,1277
Virgil Vol 2: Aeneid Books 7-12 Appendix Vergiliana,1/1/2001,590,4.4,583,5,mul,934
The Son Avenger (The Master of Hestviken #4),6/24/1995,288,4.4,275,19,eng,2139
The Negative (Ansel Adams Photography #2),6/1/1995,265,4.4,1384,32,eng,1173
Feminist Measures: Soundings in Poetry and Theory,12/14/1994,424,4.4,5,0,eng,2081
In the Shadow of Young Girls in Flower (In Search of Lost Time #2),2/2/2004,576,4.4,70,17,eng,2128
Manic-Depressive Illness: Bipolar Disorders and Recurrent Depression,3/1/2007,1262,4.4,107,3,eng,2291
Grief Lessons: Four Plays by Euripides,8/1/2006,312,4.4,679,85,eng,1370
Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,11/1/2001,240,4.4,11515,139,eng,129
The Drowned and the Saved,2/1/1989,170,4.4,3542,169,eng,15
Within a Budding Grove (In Search of Lost Time #2),11/3/1998,749,4.4,1032,162,eng,1301
