id,titulo,fecha_publicación,num_páginas,ranking,num_votantes_libro,num_comentarios,Id_idioma,id_editorial
8389,Betsy and the Great World (Betsy-Tacy #9),3/31/1996,321,4.14,4747,148,eng,879
8390,The Long Winter (Little House #6),1/1/2007,422,4.14,67427,1048,eng,879
8391,A Little House Birthday,9/5/1998,40,4.14,453,17,eng,437
8392,The Story of a Seagull and the Cat Who Taught Her to Fly,8/1/2006,128,4.14,5097,219,eng,1786
8393,The Adventures of Jimmy Skunk,5/20/1994,96,4.14,275,19,eng,596
8394,The Complete Science Fiction Treasury of H.G. Wells,6/24/1987,0,4.14,45,1,eng,1658
8395,Free Play: Improvisation in Life and Art,5/1/1991,224,4.14,1675,124,eng,1949
8396,Homage to Catalonia,10/22/1980,232,4.14,30358,1629,eng,854
8397,King Rat (Asian Saga #4),5/19/2009,368,4.14,28103,643,eng,544
8398,The Last Days of Henry VIII,9/20/2005,368,4.14,1523,23,eng,1317
8399,The Proud Highway: Saga of a Desperate Southern Gentleman 1955-1967,4/7/1998,720,4.14,2961,116,eng,188
8400,The Trial of God: (as it was held on February 25 1649 in Shamgorod),11/14/1995,208,4.14,957,72,eng,1783
8401,The Labyrinth of Solitude and Other Writings,1/12/1994,398,4.14,5170,154,eng,824
8402,Return to Ithaca (Tales from the Odyssey #5),10/1/2004,112,4.14,280,19,eng,1172
8403,The Complete Fiction of Nella Larsen: Passing Quicksand and the Stories,11/6/2001,278,4.14,824,59,eng,94
8404,No Country for Old Men,7/11/2006,309,4.14,120421,6140,eng,2139
8405,Swann's Way (In Search of Lost Time #1),11/30/2004,492,4.14,30493,1767,eng,1492
8406,Swann's Way (Remembrance of Things Past #1),1/1/2005,380,4.14,1,0,eng,1033
8407,Lewis Carroll's Jabberwocky: A Book of Brillig Dioramas,3/30/1996,14,4.14,31,2,eng,22
8408,The Presocratic Philosophers,9/16/1982,728,4.14,68,3,eng,1740
8409,The Hedge Knight (The Tales of Dunk and Egg #1),2/23/2005,164,4.14,15977,415,eng,496
8410,Wise Child,2/24/2004,228,4.14,178,12,eng,1658
8411,Arrows of the Queen (Heralds of Valdemar #1),3/3/1987,320,4.14,31058,927,eng,513
8412,A Throne in Brussels: Britain the Saxe-Coburgs and the Belgianisation of Europe,2/1/2006,384,4.14,14,3,eng,1030
8413,World Light,10/8/2002,624,4.14,551,52,eng,2139
8414,Edie,10/14/1994,564,4.14,4639,227,eng,824
8415,A Room of One's Own,12/1/1994,125,4.14,27,4,eng,345
8416,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,6/1/2001,548,4.14,54029,2779,eng,1834
8417,Anne's House Of Dreams,11/3/2006,192,4.14,2,0,eng,865
8418,McCoy: The Provenance Of Shadows (Star Trek: Crucible #1),8/29/2006,640,4.14,332,38,eng,1585
8419,The Trolley Car Family,7/1/1987,256,4.14,314,46,eng,1786
8420,Pioneer Girl: The Story of Laura Ingalls Wilder,2/2/2000,32,4.14,440,36,eng,437
8421,A Room of One's Own,1/1/2000,112,4.14,80536,3436,eng,1492
8422,The Way by Swannâ€™s (In Search of Lost Time #1),10/2/2003,489,4.14,318,52,eng,1492
8423,The Rediscovery of Man,5/13/1999,368,4.14,2396,98,eng,797
8424,The Spirit Level: Poems,4/10/1997,82,4.14,94,12,eng,696
8425,The Mandarins,5/3/2005,752,4.14,3250,194,eng,879
8426,Master of the Moon (Mageverse #2),5/3/2005,336,4.14,2882,56,eng,252
8427,Lincoln at Gettysburg: The Words That Remade America,11/14/2006,320,4.14,6876,197,eng,1864
8428,The Wisdom of Life,3/8/2004,96,4.14,1487,77,eng,596
8429,Fables: 1001 Nights of Snowfall,10/18/2006,140,4.14,13759,538,eng,2123
8430,The Brotherhood of the Rose (Mortalis #1),7/16/1992,416,4.14,5422,163,eng,949
8431,Lullaby Town (Elvis Cole #3),4/1/2008,296,4.14,8359,319,eng,1431
8432,The Story of Philosophy: A Concise Introduction to the World's Greatest Thinkers and Their Ideas,11/1/2005,240,4.14,518,45,eng,578
8433,Ranma 1/2 Vol. 36 (Ranma Â½ (US 2nd) #36),11/1/2006,182,4.14,863,33,eng,2163
8434,Taran Wanderer (The Chronicles of Prydain #4),5/16/2006,222,4.14,34770,840,eng,1896
8435,The Illustrated Man,1/1/1976,186,4.14,89,7,eng,193
8436,The Wonderful Story of Henry Sugar and Six More,1/18/1984,215,4.14,60,7,eng,193
8437,The Wonderful Story Of Henry Sugar and Six More,9/27/2001,224,4.14,252,21,eng,1637
8438,Aquinas's Shorter Summa: Saint Thomas's Own Concise Version of His Summa Theologica,12/1/2005,412,4.14,213,8,eng,1878
8439,Morrigan's Cross (Circle Trilogy #1),8/29/2006,321,4.14,46146,1158,eng,4
8440,The Coalwood Way: A Memoir (Coalwood #2),9/4/2001,400,4.14,1193,103,eng,1051
8441,Lost in a Good Book (Thursday Next #2),2/4/2004,399,4.14,42454,2156,eng,1492
8442,Under the Sea Wind (Nature Classic),4/1/1996,320,4.14,18,4,eng,1492
8443,Mirror in the Mirror,6/5/1986,224,4.14,74,5,eng,2127
8444,The Illustrated Man,11/1/1983,192,4.14,27,3,eng,2047
8445,First Love and Other Stories,10/28/1999,304,4.14,1245,26,eng,1453
8446,Immortality,1/3/1998,400,4.14,21769,803,eng,683
8447,Demon Diary Volume 02,7/8/2003,199,4.14,1672,26,eng,2015
8448,Ghost Hunter (Ghost Hunters #3),5/30/2006,327,4.14,4349,170,eng,4
8449,After Glow (Ghost Hunters #2),2/24/2004,343,4.14,4149,138,eng,4
8450,Gone for Soldiers: A Novel of the Mexican War,7/3/2001,424,4.14,191,18,eng,188
8451,Seven Novels,1/1/1985,828,4.14,4,3,eng,1406
8452,Brighid's Quest (Partholon #5),11/29/2005,507,4.14,3344,107,eng,1209
8453,Goddess of the Rose (Goddess Summoning #4),2/7/2006,345,4.14,5499,248,eng,252
8454,The Progress of Love,12/12/2000,320,4.14,2128,115,eng,2139
8455,Persuasion,4/29/2003,325,4.14,5236,544,eng,1492
8456,The Best American Classics,9/1/2006,421,4.14,35,4,eng,452
8457,Patriot Games (Jack Ryan #1),5/1/1992,503,4.14,170797,984,eng,252
8458,Genetics and the Origin of Species,7/22/1982,364,4.14,26,1,eng,443
8459,Code Word Kangaroo (Adam Sharp #6),9/28/2004,48,4.14,5,0,eng,1658
8460,The Complete Greek Tragedies Volume 2: Sophocles,8/1/1992,472,4.14,32,6,eng,2076
8461,Carpe Jugulum (Discworld #23,9/8/1999,746,4.14,296,41899,eng,879
8462,Nobody Loves a Centurion (SPQR #6),10/10/2003,288,4.14,641,25,eng,820
8463,The Centurions (The Centurions #1),11/12/1981,384,4.14,44,7,eng,188
8464,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,11/8/2005,240,4.14,35,0,eng,323
8465,Revenge of the Sith (Star Wars: Novelizations #3),4/2/2005,418,4.14,11804,671,eng,1204
8466,Swanns Way (In Search of Lost Time #1),10/1/1992,534,4.14,19,1,eng,393
8467,The Martian Chronicles,12/1/2006,259,4.14,46,2,eng,193
8468,Persuasion,10/15/1999,242,4.14,1532,61,eng,2023
8469,Cliffsnotes on Eliot's Middlemarch,7/6/1967,109,4.14,7,2,eng,428
8470,Ham on Rye,7/29/2014,288,4.14,65829,2318,eng,621
8471,The Hunted (Vampire Huntress #3),6/13/2005,565,4.14,2732,79,eng,1899
8472,Good Poems for Hard Times,8/29/2006,344,4.14,2662,214,eng,1492
8473,The History of Rome Books 21-30: The War with Hannibal,7/30/1972,711,4.14,3103,46,eng,1492
8474,Tarzan of the Apes: Tarzan of the Apes/The Son of Tarzan/Tarzan at the Earth's Core/Tarzan Triumphant,11/30/1988,848,4.14,29,1,eng,1658
8475,How to Develop Self-Confidence and Influence People by Public Speaking,3/29/1990,256,4.14,68,1,eng,2119
8476,P.S. I Love You Three!,12/1/2002,79,4.14,7,0,eng,1607
8477,Orwell in Spain: The Full Text of Homage to Catalonia with Associated Articles Reviews and Letters from the Complete Works of George Orwell,5/3/2001,416,4.14,211,16,eng,1492
8478,Something Borrowed,2/1/1995,282,4.14,38,1,eng,563
8479,Queen of Sorcery (The Belgariad #2),8/3/2000,447,4.14,453,20,eng,457
8480,Working Effectively with Legacy Code,9/1/2004,464,4.14,3450,195,eng,1613
8481,The Island at the Center of the World: The Epic Story of Dutch Manhattan and the Forgotten Colony That Shaped America,4/12/2005,384,4.14,6919,777,eng,2139
8482,El GuardiÃ¡n,4/1/2005,444,4.15,31,3,spa,1731
8483,CorazÃ³n de mar (Gallagher #3),7/1/2002,396,4.15,12,0,spa,1642
8484,ãƒ’ã‚«ãƒ«ã®ç¢ 16ã€ä¸­å›½æ£‹é™¢,3/4/2002,191,4.15,282,7,jpn,2290
8485,Der Gesang Des Meeres. Beach Music,4/1/1998,894,4.15,7,2,ger,1203
8486,Le mythe de Sisyphe,2/21/1985,187,4.15,851,49,fre,771
8487,La force de l'Ã¢ge,11/14/1986,786,4.15,192,17,fre,736
8488,Secret of the Peaceful Warrior,12/28/1992,32,4.15,156,13,eng,982
8489,The Mistress of Husaby (Kristin Lavransdatter #2),5/12/1987,384,4.15,167,30,eng,2139
8490,Welcome to the Monkey House,5/23/2006,9,4.15,61,11,eng,352
8491,The Stephen King Universe: A Guide to the Worlds of the King of Horror,5/21/2001,478,4.15,6471,44,eng,1712
8492,You Come Too: Favorite Poems for Readers of All Ages,4/1/2002,92,4.15,79,6,eng,1452
8493,Ride the Moon Down,7/6/1999,576,4.15,103,4,eng,193
8494,Jurassic Park Institute Dinosaur Field Guide,6/12/2001,160,4.15,2,1,eng,1658
8495,My Name is Aram,6/1/1991,151,4.15,1045,66,eng,1127
8496,Purple Cane Road (Dave Robicheaux #11),5/8/2001,387,4.15,5467,246,eng,538
8497,Finders Keepers: Selected Prose 1971-2001,4/7/2003,432,4.15,16,0,eng,683
8498,The Rapture: In the Twinkling of an Eye (Before They Were Left Behind #3),2/1/2007,351,4.15,2855,114,eng,2058
8499,The Oxford Companion to Philosophy,5/26/2005,1056,4.15,51,3,eng,1453
8500,Collapse of Complex Societies,3/29/1990,262,4.15,719,86,eng,353
8501,Liar's Poker,10/1/1990,256,4.15,22843,936,eng,1492
8502,The Universe in a Nutshell,11/6/2001,216,4.15,29607,645,eng,193
8503,The Letters of J.R.R. Tolkien,6/6/2000,502,4.15,4689,171,eng,1232
8504,Blood Done Sign My Name: A True Story,5/3/2005,368,4.15,2594,403,eng,336
8505,Twelve Sharp (Stephanie Plum #12),6/20/2006,310,4.15,81381,1925,eng,1899
8506,The Barefoot Contessa Cookbook,4/6/1999,256,4.15,28789,177,eng,423
8507,Interpreter of Maladies,5/22/2000,198,4.15,131876,8009,eng,854
8508,V for Vendetta,3/1/2006,358,4.15,2980,118,eng,1585
8509,The Wife (Kristin Lavransdatter #2),11/1/1999,402,4.15,2116,164,eng,1492
8510,Three to Get Deadly (Stephanie Plum #3),7/15/1998,321,4.15,125114,2883,eng,1899
8511,Pale Fire,8/31/2000,246,4.15,32544,1610,eng,1492
8512,Winter Cottage,6/1/1974,178,4.15,182,37,eng,141
8513,Down to the Bonny Glen (Little House: The Martha Years #3),5/8/2001,321,4.15,1480,39,eng,879
8514,Winter on the Farm,9/6/1997,32,4.15,424,25,eng,2241
8515,The Little House Cookbook: Frontier Foods from Laura Ingalls Wilder's Classic Stories,9/7/1989,256,4.15,3375,91,eng,437
8516,Eats Shoots & Leaves: Why Commas Really Do Make a Difference!,7/25/2006,32,4.15,1371,205,eng,765
8517,Desert Flower,3/15/2011,240,4.15,11981,735,eng,1317
8518,Virginia Woolf: An Inner Life,11/6/2006,544,4.15,635,21,eng,1232
8519,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,1/1/1996,225,4.15,562,33,eng,879
8520,Sam Walton: Made In America,6/1/1993,346,4.15,14157,610,eng,193
8521,The Big Rock Candy Mountain,3/1/1991,563,4.15,6187,669,eng,1492
8522,All Rivers Run to the Sea,10/22/1996,464,4.15,954,63,eng,1783
8523,Silver on the Tree (The Dark is Rising #5),12/1/2000,274,4.15,27802,507,eng,1231
8524,The Promise,11/8/2005,368,4.15,11255,499,eng,94
8525,Stolen (Women of the Otherworld #2),9/28/2004,468,4.15,37400,1136,eng,1581
8526,The Rebel,1/1/1992,320,4.15,9227,256,eng,2139
8527,Ada or Ardor: A Family Chronicle,2/19/1990,604,4.15,7927,543,eng,2139
8528,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,3/1/1989,400,4.15,8721,380,eng,999
8529,School's Outâ€”Forever (Maximum Ride #2),5/23/2006,409,4.15,103221,2689,eng,1172
8530,Girls Think of Everything: Stories of Ingenious Inventions by Women,3/11/2002,64,4.15,906,171,eng,983
8531,Terrier (Beka Cooper #1),10/24/2006,581,4.15,56973,1623,eng,1658
8532,Carried Away: A Personal Selection of Stories,9/26/2006,608,4.15,620,83,eng,665
8533,A Ring of Endless Light (Austin Family #4),9/1/1995,332,4.15,16755,620,eng,193
8534,Ralph Ellison: A Biography,4/24/2007,657,4.15,182,24,eng,1102
8535,Sideways Stories from Wayside School (Wayside School #1),1/19/2004,144,4.15,81090,1835,eng,289
8536,The Guardian,4/1/2005,400,4.15,148042,4193,eng,10
8537,Beach Music,3/26/2002,592,4.15,38496,2450,eng,559
8538,Beautiful Evidence,11/7/2006,213,4.15,2045,130,eng,810
8539,Heart of the Sea (Gallaghers of Ardmore #3),12/5/2000,369,4.15,24451,537,eng,252
8540,Phenomenology of Perception,5/3/2005,544,4.15,5078,77,eng,1740
8541,Complete Shorter Fiction,3/5/1998,288,4.15,1192,26,eng,1453
8542,Essay on the Freedom of the Will,5/6/2005,128,4.15,379,20,eng,596
8543,A Cold Treachery (Inspector Ian Rutledge #7),8/30/2005,416,4.15,2997,265,eng,193
8544,Legacy of the Dead (Inspector Ian Rutledge #4),6/1/2001,356,4.15,4081,316,eng,193
8545,The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,8/8/2005,96,4.15,461,33,eng,596
8546,American Caesar: Douglas MacArthur 1880-1964,9/30/1978,811,4.15,10014,232,eng,1172
8547,The Ethics of Ambiguity,6/1/2000,162,4.15,4114,153,eng,414
8548,The Forever War (The Forever War #1),9/2/2003,278,4.15,108783,4005,eng,2167
8549,Without Fail (Jack Reacher #6),5/17/2002,14,4.15,64395,1617,eng,329
8550,Culture and Imperialism,5/31/1994,380,4.15,4053,123,eng,2139
8551,Doom Patrol Vol. 4: Musclebound,8/30/2006,256,4.15,2322,77,eng,2123
8552,The Gap Into Madness: Chaos and Order (Gap #4),6/1/1994,617,4.15,4544,69,eng,1891
8553,Where Is Baby's Mommy? (A Lift-the-Flap Book),4/1/2001,14,4.15,434,28,eng,1174
8554,Ranma Â½ Vol. 1 (Ranma Â½ (US 2nd) #1),5/7/2003,304,4.15,29058,309,eng,2162
8555,Street Magic (The Circle Opens #2),11/15/2006,300,4.15,21070,286,eng,1786
8556,Around the World in 8 1/2 Days (Judy Moody #7),7/25/2006,157,4.15,3408,113,eng,356
8557,Love Mode Vol. 3,7/3/2006,184,4.15,585,14,eng,305
8558,Muhammad: A Biography of the Prophet,9/10/1993,304,4.15,4978,258,eng,879
8559,King Leopold's Ghost,4/1/2006,384,4.15,102,20,eng,1232
8560,Mating in Captivity: Reconciling the Erotic and the Domestic,9/5/2006,272,4.15,10138,994,eng,879
8561,River of Shadows: Eadweard Muybridge and the Technological Wild West,3/2/2004,320,4.15,1148,133,eng,1492
8562,The High Lord (Black Magician Trilogy #3),11/4/2004,644,4.15,39692,998,eng,1425
8563,Heat and Mass Transfer,1/4/2006,901,4.15,188,3,eng,1251
8564,Snow,10/12/1962,72,4.15,4383,88,eng,1658
8565,Time of the Twins (Dragonlance: Legends #1),3/1/2004,389,4.15,28217,298,eng,2245
8566,Orchid (St. Helen's #3),5/1/1998,327,4.15,3748,102,eng,1585
8567,Illusions: The Adventures of a Reluctant Messiah,3/12/2001,144,4.15,50816,1906,eng,124
8568,Lafcadio the Lion Who Shot Back,9/24/2013,112,4.15,5308,307,eng,437
8569,Hawksong (The Kiesha'ra #1),9/28/2004,243,4.15,19722,829,eng,1127
8570,Conversations with Ernest Hemingway (Literary Conversations),12/1/1986,204,4.15,64,6,eng,2102
8571,Dance of the Gods (Circle Trilogy #2),10/3/2006,321,4.15,25065,576,eng,4
8572,A Woman's High Calling Growth and Study Guide,8/15/2001,160,4.15,13,1,eng,940
8573,50 Great Curries of India,12/30/2005,224,4.15,209,29,eng,1115
8574,The Gift of the Magi and Other Short Stories,2/5/1992,96,4.15,4616,133,eng,596
8575,Saving the World and Other Extreme Sports (Maximum Ride #3),5/29/2007,405,4.15,80643,2270,eng,1172
8576,Bully for Brontosaurus: Reflections in Natural History,4/17/1992,544,4.15,2608,55,eng,1394
8577,The Origin of Species/The Voyage of the Beagle,10/14/2003,1024,4.15,513,34,eng,665
8578,Interesting Times: The Play,7/4/2002,102,4.15,21339,176,eng,289
8579,The Beatles: The Biography,10/10/2005,983,4.15,9041,417,eng,1172
8580,The Shell Seekers,4/6/2004,530,4.15,84085,2230,eng,802
8581,Mercy Watson Goes for a Ride,5/9/2006,72,4.15,4162,332,eng,356
8582,Strings Conformal Fields and M-Theory (Graduate Texts in Contemporary Physics),12/17/1999,531,4.15,49,1,eng,1895
8583,Dirty Little Secrets,5/30/2006,256,4.15,304,31,eng,820
8584,Feast: Food to Celebrate Life,10/27/2004,480,4.15,7285,86,eng,836
8585,Jack Vance: Critical Appreciations and a Bibliography,1/1/2000,232,4.15,13,2,eng,333
8586,Madouc (Lyonesse #3),8/1/1991,426,4.15,1825,71,eng,28
8587,Ranma 1/2 Vol. 8 (Ranma Â½ (US 2nd) #8),1/7/2004,196,4.15,1473,22,eng,2163
8588,Battle Cry,6/28/2005,694,4.15,8323,137,eng,169
8589,Real Estate Loopholes: Secrets of Successful Real Estate Investing,12/31/2003,240,4.15,721,9,eng,2189
8590,The Hope (The Hope and the Glory #1),6/3/2002,704,4.15,2336,141,eng,181
8591,Trail of Tears: The Rise and Fall of the Cherokee Nation,9/22/1997,424,4.15,3166,152,eng,94
8592,The Authority Vol. 2: Under New Management,11/1/2000,200,4.15,4146,71,eng,2221
8593,Walking the Rez Road,10/26/1995,176,4.15,153,16,eng,2168
8594,Hard-Boiled Wonderland and the End of the World,9/1/1991,400,4.15,247,41,eng,1107
8595,Misery,3/26/2002,368,4.16,129,13,spa,1850
8596,No me cogerÃ©is vivo: artÃ­culos 2001-2005,11/10/2005,537,4.16,199,5,spa,63
8597,7 hÃ¡bitos de las familias altamente efectivas,9/1/2003,412,4.16,7,0,spa,821
8598,Der Sohn von Shannara,12/1/2000,224,4.16,5,0,ger,795
8599,Den of Thieves,9/1/1992,592,4.16,9718,216,eng,1864
8600,Seven Up (Stephanie Plum #7),6/17/2002,337,4.16,103618,1820,eng,1899
8601,Today I Feel Silly Other Moods That Make My Day,7/31/2007,40,4.16,4171,518,eng,437
8602,On Certainty,1/16/1991,114,4.16,75,4,eng,2222
8603,For the Time Being,2/8/2000,205,4.16,3172,380,eng,2139
8604,Jane Austen's Letters,1/1/2003,112,4.16,42,4,eng,1481
8605,The Outsider,7/29/2003,672,4.16,1779,76,eng,927
8606,The Book of Leviathan,4/23/2001,160,4.16,631,52,eng,22
8607,War and Peace and War: The Rise and Fall of Empires,2/27/2007,416,4.16,276,36,eng,1581
8608,The Concrete Blonde (Harry Bosch #3),5/25/2005,12,4.16,132,28,eng,329
8609,The Enemy (Jack Reacher #8),4/28/2007,6,4.16,10,3,eng,329
8610,Peril's Gate (Wars of Light & Shadow #6,1/1/2003,8,4.17,940,521,eng,437
8611,A Spiritual Journey,8/1/2005,0,4.16,68,4,eng,1214
8612,Grey Eminence,4/7/2005,320,4.16,196,14,eng,2139
8613,Too Busy Not to Pray: Slowing Down to Be With God,4/1/1998,191,4.16,9632,212,eng,1050
8614,The Michael Crichton Collection: Airframe / The Lost World / Timeline,8/29/2006,0,4.16,267,7,eng,1658
8615,Algorithms in C Parts 1-4: Fundamentals Data Structures Sorting Searching,9/27/1997,720,4.16,140,3,eng,42
8616,One Hundred Demons,8/30/2005,224,4.16,7703,521,eng,1778
8617,Twilight of the Idols/The Anti-Christ,1/25/1990,208,4.16,7149,143,eng,1492
8618,For the Sake of Argument: Essays and Minority Reports,9/17/1994,368,4.16,221,9,eng,2120
8619,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments Volume II: The Endgame,6/1/2005,450,4.16,1474,30,eng,2057
8620,The Simple Art of Murder,9/12/1988,384,4.16,4952,162,eng,2139
8621,Jane Austen's Letters,4/3/1997,672,4.16,2278,69,eng,1453
8622,On Death and Dying,7/2/1997,288,4.16,144,10,eng,1800
8623,The Denial of Death,5/8/1997,336,4.16,6599,635,eng,756
8624,Drina Dances in Paris,4/1/1991,194,4.16,14,4,eng,1861
8625,Drina Ballerina,1/17/1991,188,4.16,8,1,eng,984
8626,The Final Season: Fathers Sons and One Last Season in a Classic American Ballpark,5/8/2002,256,4.16,216,25,eng,820
8627,What Is the What,10/18/2006,475,4.16,65767,6203,eng,1259
8628,Brave New World / Brave New World Revisited,7/5/2005,340,4.16,129179,1047,eng,879
8629,Brave New World and Brave New World Revisited,6/1/2004,340,4.16,421,53,eng,437
8630,Ideas Have Consequences,9/28/1984,198,4.16,970,105,eng,2077
8631,The Double and The Gambler,1/16/2007,344,4.16,2486,99,eng,2139
8632,The Sparrow (The Sparrow #1),11/1/1997,506,4.16,664,103,eng,280
8633,Juniper,2/24/2004,198,4.16,112,7,eng,1658
8634,Israel My Beloved,3/15/2001,448,4.16,681,83,eng,940
8635,Rocky Stories: Tales of Love Hope and Happiness at America's Most Famous Steps,11/1/2006,144,4.16,31,4,eng,1476
8636,The Patricia Cornwell CD Audio Treasury: All That Remains / Cruel & Unusual (Kay Scarpetta #3 #4),7/26/2005,0,4.16,202,1,eng,879
8637,The Scarpetta Collection: All That Remains / Cruel & Unusual (Kay Scarpetta #3 #4),11/11/2003,672,4.16,30,2,eng,1800
8638,Dominion: The Power of Man the Suffering of Animals and the Call to Mercy,10/8/2003,448,4.16,1171,135,eng,820
8639,Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,9/1/2001,272,4.16,1282,102,eng,1361
